Date,Open,High,Low,Close,Adj Close,Volume
2019-06-24,0.730000,0.740000,0.720000,0.730000,0.730000,1574519
2019-06-25,0.730000,0.740000,0.720000,0.720000,0.720000,1384668
2019-06-26,0.730000,0.740000,0.720000,0.730000,0.730000,2945649
2019-06-27,0.730000,0.730000,0.720000,0.730000,0.730000,1465519
2019-06-28,0.730000,0.740000,0.720000,0.730000,0.730000,4243389
2019-07-01,0.740000,0.750000,0.730000,0.750000,0.750000,4519886
2019-07-02,0.740000,0.750000,0.730000,0.740000,0.740000,4616068
2019-07-03,0.740000,0.760000,0.730000,0.760000,0.760000,8915338
2019-07-04,0.760000,0.770000,0.750000,0.760000,0.760000,3666216
2019-07-05,0.750000,0.770000,0.750000,0.760000,0.760000,5499335
2019-07-08,0.750000,0.760000,0.740000,0.760000,0.760000,5168711
2019-07-09,0.760000,0.790000,0.750000,0.760000,0.760000,17059777
2019-07-10,0.760000,0.760000,0.740000,0.760000,0.760000,3146620
2019-07-11,0.760000,0.770000,0.750000,0.760000,0.760000,3876315
2019-07-12,0.760000,0.760000,0.710000,0.720000,0.720000,8727357
2019-07-15,0.720000,0.720000,0.720000,0.720000,0.720000,0
2019-07-16,0.730000,0.730000,0.720000,0.720000,0.720000,1113635
2019-07-17,0.730000,0.740000,0.720000,0.740000,0.740000,2776579
2019-07-18,0.740000,0.760000,0.730000,0.750000,0.750000,5280942
2019-07-19,0.760000,0.770000,0.750000,0.770000,0.770000,7844723
2019-07-22,0.770000,0.800000,0.740000,0.750000,0.750000,22296054
2019-07-23,0.740000,0.760000,0.740000,0.750000,0.750000,4449960
2019-07-24,0.750000,0.760000,0.730000,0.740000,0.740000,5343652
2019-07-25,0.750000,0.750000,0.730000,0.730000,0.730000,5231482
2019-07-26,0.740000,0.750000,0.730000,0.750000,0.750000,2462737
2019-07-29,0.740000,0.750000,0.740000,0.750000,0.750000,1779494
2019-07-30,0.740000,0.750000,0.740000,0.750000,0.750000,1552944
2019-07-31,0.750000,0.750000,0.730000,0.740000,0.740000,3630376
2019-08-01,0.740000,0.750000,0.730000,0.740000,0.740000,2505901
2019-08-02,0.740000,0.740000,0.720000,0.740000,0.740000,3511949
2019-08-05,0.730000,0.740000,0.720000,0.730000,0.730000,3968476
2019-08-06,0.720000,0.740000,0.720000,0.740000,0.740000,4087183
2019-08-07,0.730000,0.750000,0.720000,0.730000,0.730000,6363407
2019-08-08,0.730000,0.730000,0.710000,0.730000,0.730000,2337697
2019-08-09,0.720000,0.740000,0.720000,0.740000,0.740000,3148052
2019-08-12,0.740000,0.740000,0.740000,0.740000,0.740000,0
2019-08-13,0.740000,0.740000,0.740000,0.740000,0.740000,0
2019-08-14,0.740000,0.740000,0.740000,0.740000,0.740000,0
2019-08-15,0.720000,0.730000,0.700000,0.710000,0.710000,5168632
2019-08-16,0.720000,0.720000,0.700000,0.710000,0.710000,3506848
2019-08-19,0.720000,0.720000,0.700000,0.710000,0.710000,1951789
2019-08-20,0.700000,0.700000,0.690000,0.700000,0.700000,3831387
2019-08-21,0.690000,0.700000,0.680000,0.690000,0.690000,2921849
2019-08-22,0.690000,0.690000,0.670000,0.680000,0.680000,3144018
2019-08-23,0.680000,0.690000,0.680000,0.690000,0.690000,1752543
2019-08-26,0.680000,0.700000,0.680000,0.700000,0.700000,2281933
2019-08-27,0.700000,0.710000,0.690000,0.700000,0.700000,2225467
2019-08-28,0.710000,0.710000,0.690000,0.710000,0.710000,4028623
2019-08-29,0.700000,0.710000,0.700000,0.700000,0.700000,1022755
2019-08-30,0.700000,0.700000,0.700000,0.700000,0.700000,0
2019-09-02,0.710000,0.730000,0.700000,0.730000,0.730000,8964737
2019-09-03,0.730000,0.740000,0.710000,0.730000,0.730000,6619376
2019-09-04,0.730000,0.760000,0.730000,0.740000,0.740000,12609670
2019-09-05,0.740000,0.750000,0.730000,0.740000,0.740000,6766444
2019-09-06,0.740000,0.750000,0.730000,0.730000,0.730000,3548281
2019-09-09,0.740000,0.760000,0.730000,0.760000,0.760000,10139951
2019-09-10,0.760000,0.790000,0.750000,0.770000,0.770000,15099669
2019-09-11,0.770000,0.800000,0.770000,0.790000,0.790000,8660186
2019-09-12,0.790000,0.790000,0.760000,0.780000,0.780000,9203918
2019-09-13,0.770000,0.780000,0.770000,0.780000,0.780000,2846767
2019-09-16,0.770000,0.780000,0.760000,0.770000,0.770000,4132300
2019-09-17,0.760000,0.770000,0.750000,0.760000,0.760000,4665919
2019-09-18,0.760000,0.760000,0.740000,0.760000,0.760000,4313363
